"","site","lat","lon","Country","Biome","Date","Uncertainty","Technological Complex"
"390","Siphiso",-26.3,31.967,"Swaziland","Savanna Biome",11990,"270","Robberg"
"391","Siphiso",-26.3,31.967,"Swaziland","Savanna Biome",11820,"300","Robberg"
"392","Siphiso",-26.3,31.967,"Swaziland","Savanna Biome",9370,"160","Oakhurst"
"393","Soutpansklipheuwel86",-32,18.317,"South Africa","Fynbos Biome",4310,"30",""
"394","Springbokoog 1",-30.217,21.533,"South Africa","Nama-Karoo Biome",4630,"60","Wilton"
"395","Springbokoog 20",-30.217,21.533,"South Africa","Nama-Karoo Biome",4440,"60","Wilton"
"396","St Francis Bay",-34.117,24.767,"South Africa","Azonal Vegetation",4160,"60","Final LSA"
"397","Steenbokfontein",-32.162,18.333,"South Africa","Fynbos Biome",6070,"80",""
"398","Steenbokfontein",-32.162,18.333,"South Africa","Fynbos Biome",4620,"70",""
"399","Steenbokfontein",-32.162,18.333,"South Africa","Fynbos Biome",7950,"80",""
"400","Steenbokfontein",-32.162,18.333,"South Africa","Fynbos Biome",8370,"80",""
"401","Strathalan A",-30.983,28.383,"South Africa","Grassland Biome",9400,"900",""
"402","Te Vrede",-31.217,28.183,"South Africa","Grassland Biome",10000,"120","Final MSA"
"403","Te Vrede",-31.217,28.183,"South Africa","Grassland Biome",8100,"80",""
"404","Tloutle",-29.467,27.767,"Lesotho","Grassland Biome",5080,"80",""
"405","Tloutle",-29.467,27.767,"Lesotho","Grassland Biome",6140,"100","Wilton"
"406","Tloutle",-29.467,27.767,"Lesotho","Grassland Biome",6910,"80","Wilton"
"407","Tloutle",-29.467,27.767,"Lesotho","Grassland Biome",7230,"80","Wilton"
"408","Tloutle",-29.467,27.767,"Lesotho","Grassland Biome",8680,"70","Oakhurst"
"409","Tortoise Cave",-32.341,18.399,"South Africa","Fynbos Biome",4050,"100",""
"410","Tortoise Cave",-32.341,18.399,"South Africa","Fynbos Biome",7700,"70",""
"411","Tortoise Cave",-32.341,18.399,"South Africa","Fynbos Biome",4330,"50",""
"412","Tortoise Cave",-32.341,18.399,"South Africa","Fynbos Biome",4020,"60",""
"413","Tortoise Cave",-32.341,18.399,"South Africa","Fynbos Biome",4190,"60",""
"414","Tortoise Cave",-32.341,18.399,"South Africa","Fynbos Biome",6910,"80",""
"415","Tortoise Cave",-32.341,18.399,"South Africa","Fynbos Biome",5530,"30",""
"416","Tshisiku Shelter",-22.233,29.148,"South Africa","Savanna Biome",5440,"60","Wilton"
"417","Tshisiku Shelter",-22.233,29.148,"South Africa","Savanna Biome",6750,"60","Wilton"
"418","Tsisab Schlucht",-21.1,14.683,"Namibia","Desert Biome",6510,"80",""
"419","Txina-Txina",-23.893881,31.912163,"Mozambique","",6791,"20",""
"420","Uitkomst Cave",-25.884,27.618,"South Africa","Savanna Biome",9844,"200",""
"421","Uitkomst Cave",-25.884,27.618,"South Africa","Savanna Biome",9630,"200",""
"422","Uitkomst Cave",-25.884,27.618,"South Africa","Savanna Biome",11250,"200",""
"423","Umhlatuzana",-29.8,30.75,"South Africa","Savanna Biome",9180,"90","Robberg"
"424","Umhlatuzana",-29.8,30.75,"South Africa","Savanna Biome",9870,"90","Robberg"
"425","Uniondale",-33.15,26.383,"South Africa","Thicket Biome",4520,"60","Wilton"
"426","Uniondale",-33.15,26.383,"South Africa","Thicket Biome",6300,"200","Wilton"
"427","Voigtspost 1",-29.117,25.433,"South Africa","Nama-Karoo Biome",6350,"70","Oakhurst"
"428","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9670,"55",""
"429","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9567,"52",""
"430","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9640,"30",""
"431","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",7261,"40",""
"432","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",7349,"49",""
"433","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",7380,"30",""
"434","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9607,"57",""
"435","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9596,"49",""
"436","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9520,"30",""
"437","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",7514,"52",""
"438","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",7556,"41",""
"439","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",7550,"30",""
"440","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9543,"47",""
"441","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9640,"30",""
"442","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9550,"30",""
"443","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9548,"48",""
"444","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9529,"69",""
"445","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9680,"30",""
"446","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9470,"43",""
"447","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9540,"30",""
"448","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9561,"46",""
"449","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9499,"45",""
"450","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9515,"51",""
"451","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",11632,"66",""
"452","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",11687,"63",""
"453","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",11680,"40",""
"454","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9534,"46",""
"455","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9497,"49",""
"456","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9560,"43",""
"457","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9522,"45",""
"458","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9568,"47",""
"459","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9602,"50",""
"460","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9599,"44",""
"461","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9596,"53",""
"462","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9599,"44",""
"463","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9560,"54",""
"464","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9639,"44",""
"465","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9691,"50",""
"466","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9644,"46",""
"467","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9594,"51",""
"468","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9544,"50",""
"469","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9541,"49",""
"470","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9580,"45",""
"471","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9541,"55",""
"472","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9458,"43",""
"473","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9543,"47",""
"474","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9562,"48",""
"475","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",9577,"46",""
"476","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",11860,"56",""
"477","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",11855,"56",""
"478","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",11650,"55",""
"479","Waterfall Bluff",-31.434,29.824,"South Africa","Grassland Biome",11641,"56",""
"480","White Paintings Shelter",-18.75,21.75,"Botswana","Desert Biome",4330,"160",""
"481","White Paintings Shelter",-18.75,21.75,"Botswana","Desert Biome",6840,"40",""
"482","Wilde Als Put 2",-30.383,23.8,"South Africa","Nama-Karoo Biome",5630,"170","Oakhurst"
"483","Wilton Large Rock Shelter",-33.325,26.142,"South Africa","Fynbos Biome",8260,"720","Oakhurst"
"484","Wilton Large Rock Shelter",-33.325,26.142,"South Africa","Fynbos Biome",4860,"115","Wilton"
"485","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",4459,"30",""
"486","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",4427,"29",""
"487","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",4207,"30",""
"488","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5340,"33",""
"489","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",4887,"33",""
"490","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5627,"33",""
"491","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5771,"34",""
"492","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5915,"34",""
"493","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5063,"30",""
"494","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5930,"50",""
"495","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",4240,"60",""
"496","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5180,"70",""
"497","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5970,"70",""
"498","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",9130,"90",""
"499","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",10200,"90",""
"500","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",10000,"70",""
"501","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",4890,"70",""
"502","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",7430,"60",""
"503","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",9760,"120",""
"504","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",8000,"80",""
"505","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",11350,"100",""
"506","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",6840,"80",""
"507","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",5800,"70",""
"508","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",9030,"90",""
"509","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",10120,"100",""
"510","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",10120,"120",""
"511","Wonderwerk",-27.846,23.555,"South Africa","Savanna Biome",10080,"100",""
"512","Zebra River",-24.767,15.35,"Namibia","Desert Biome",11900,"90",""
"513","Zoovoorbij",-28.65,20.967,"South Africa","Nama-Karoo Biome",4140,"75","Wilton"
